Country;Longitude;Latitude
United Kingdom;-0.127647;51.5073
<null>;0;0
<null>;0;0
Italy;11.255576;43.769871
United States;-119.699375;37.07436
Germany;10.366713;49.142635
France;2.348392;48.853495
<null>;0;0
Germany;10.018343;51.133481
United Kingdom;-2.592407;53.389088
<null>;0;0
<null>;0;0
<null>;0;0
Netherlands;5.613491;51.972466
<null>;0;0
Canada;-123.11498;49.260975
France;-1.681558;48.113247
<null>;0;0
Brazil;-48.54975;-27.59679
Norway;10.406755;59.266476
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Belgium;4.35121;50.8551
Austria;14.300144;47.607798
Germany;13.38886;52.517037
<null>;0;0
<null>;0;0
Poland;20.19439;50.698917
France;2.348392;48.853495
United States;-74.005994;40.712749
<null>;0;0
Germany;13.38886;52.517037
<null>;0;0
Finland;23.757025;61.4981
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Brazil;-51.619789;-9.588903
Germany;10.018343;51.133481
Germany;10.018343;51.133481
Spain;2.287863;41.609108
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Germany;13.38886;52.517037
United States;-74.005994;40.712749
<null>;0;0
France;2.618787;47.824905
Rwanda;30.058876;-1.950894
Hungary;19.499349;47.060267
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Indonesia;107.61036;-6.913611
<null>;0;0
Germany;13.38886;52.517037
Germany;10.018343;51.133481
United States;-90.19835;38.627464
<null>;0;0
Finland;26.199539;62.777754
Taiwan;121.53953;25.044743
Romania;26.10272;44.436141
<null>;0;0
Germany;10.018343;51.133481
<null>;0;0
Thailand;100.493509;13.752494
<null>;0;0
United States;-78.290746;41.09114
Brazil;-51.619789;-9.588903
United States;-105.604997;39.190246
India;78.474525;17.361362
Finland;26.199539;62.777754
<null>;0;0
<null>;0;0
Japan;139.692526;35.68882
Russia;30.316229;59.938732
<null>;0;0
Finland;26.199539;62.777754
United Kingdom;-0.676182;52.38146
Israel;34.7819;32.08532
United States;-80.1919;25.773357
Germany;9.357376;52.104515
Germany;10.000654;53.550341
Italy;11.876048;45.40779
Germany;13.38886;52.517037
Netherlands;5.613491;51.972466
<null>;0;0
<null>;0;0
France;6.181829;48.694298
Iran;54.301374;32.565838
Bulgaria;24.748371;42.148224
France;1.445711;43.60372
China;116.391276;39.906217
United Kingdom;-1.081793;53.959526
<null>;0;0
Argentina;-58.437089;-34.607568
<null>;0;0
<null>;0;0
Türkiye;35.179593;39.060481
India;78.476681;22.199166
Russia;30.316229;59.938732
<null>;0;0
France;-0.570681;44.840115
Germany;10.018343;51.133481
Spain;-3.701219;40.421345
<null>;0;0
<null>;0;0
Australia;115.85805;-31.951263
United States;-97.922211;39.381266
Germany;13.38886;52.517037
<null>;0;0
Canada;-105.750596;55.585901
Brazil;-45.462105;-22.926403
<null>;0;0
Canada;-113.493744;53.543144
United States;-97.922211;39.381266
Netherlands;4.9;52.378
<null>;0;0
<null>;0;0
<null>;0;0
Germany;10.018343;51.133481
South Africa;18.420296;-33.922497
<null>;0;0
<null>;0;0
United Kingdom;-2.36967;54.237933
United States;-97.742806;30.268072
Canada;-84.253981;49.451564
Germany;11.576951;49.942577
United Kingdom;-0.127647;51.5073
Australia;153.0277;-27.469099
Costa Rica;-84.200915;10.257794
Taiwan;120.66696;24.153202
France;-1.68002;48.111339
<null>;0;0
Brazil;-49.014736;-28.470106
Malaysia;101.694237;3.151696
France;2.618787;47.824905
India;75.85921;22.718885
<null>;0;0
United Arab Emirates;55.297558;25.25809
United States;-79.389684;35.556885
<null>;0;0
<null>;0;0
Greece;23.729275;37.97757
<null>;0;0
Germany;9.73597;52.374283
Brazil;-51.619789;-9.588903
Japan;139.692526;35.68882
<null>;0;0
France;2.348392;48.853495
France;2.618787;47.824905
<null>;0;0
Netherlands;5.613491;51.972466
<null>;0;0
United States;-74.005994;40.712749
United States;-122.078961;37.393816
Germany;11.575968;48.136973
<null>;0;0
Brazil;-38.482414;-12.982129
Brazil;-34.88047;-8.062725
France;2.348392;48.853495
Canada;-84.253981;49.451564
United States;-122.3939;37.7952
United States;-122.330286;47.603243
Uruguay;-56.20423;-34.906334
Austria;14.300144;47.607798
Germany;13.38886;52.517037
Austria;15.73643;48.653828
Italy;11.344672;44.495735
<null>;0;0
Poland;19.300636;52.12461
United Arab Emirates;54.256172;23.85206
India;77.591301;12.979101
<null>;0;0
<null>;0;0
United Kingdom;-2.359696;51.381386
Germany;10.018343;51.133481
Germany;13.38886;52.517037
<null>;0;0
United Kingdom;-2.597298;51.453802
United States;-77.039386;38.90253
<null>;0;0
Canada;-79.38355;43.647938
United Kingdom;-4.442674;54.868458
<null>;0;0
<null>;0;0
China;101.901875;35.486703
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Spain;-4.055685;41.294856
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Germany;7.013174;51.19299
<null>;0;0
<null>;0;0
<null>;0;0
Singapore;103.808053;1.351616
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
China;118.002348;26.10072
<null>;0;0
<null>;0;0
South Korea;128.168944;36.536236
United States;-119.699375;37.07436
<null>;0;0
Germany;9.17742;48.77353
Germany;7.858437;49.844368
Germany;10.000654;53.550341
Australia;138.59955;-34.924446
Germany;13.38886;52.517037
United States;-97.922211;39.381266
Finland;26.199539;62.777754
<null>;0;0
<null>;0;0
Japan;138.59223;36.386493
Pakistan;67.02053;24.855368
Australia;151.20695;-33.86873
France;2.618787;47.824905
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
United States;-80.1919;25.773357
Germany;10.018343;51.133481
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Spain;0.619437;41.618828
Netherlands;4.9;52.378
Germany;13.38886;52.517037
<null>;0;0
<null>;0;0
<null>;0;0
Ireland;-7.737649;53.305494
<null>;0;0
China;104.07872;30.659126
<null>;0;0
<null>;0;0
United States;-84.389855;33.750801
<null>;0;0
Spain;-3.701219;40.421345
<null>;0;0
Australia;153.0277;-27.469099
<null>;0;0
<null>;0;0
<null>;0;0
Germany;13.38886;52.517037
Russia;37.617494;55.750446
United States;-79.389684;35.556885
Italy;11.876048;45.40779
Germany;10.018343;51.133481
<null>;0;0
<null>;0;0
<null>;0;0
Türkiye;28.9661;41.009043
United States;-122.419359;37.779238
Germany;13.38886;52.517037
United States;-97.922211;39.381266
United States;-74.005994;40.712749
United States;-122.419359;37.779238
<null>;0;0
Portugal;-9.14305;38.7173
Japan;138.59223;36.386493
Germany;11.575382;48.137108
Romania;26.10272;44.436141
<null>;0;0
<null>;0;0
<null>;0;0
Germany;11.575968;48.136973
<null>;0;0
Cyprus;33.221762;35.045882
<null>;0;0
Australia;144.96333;-37.814198
Iran;54.301374;32.565838
Australia;134.489563;-25.734968
<null>;0;0
Italy;9.188558;45.463945
Russia;44.005257;56.32411
<null>;0;0
Germany;11.077667;49.45418
Lithuania;25.282911;54.687046
<null>;0;0
Japan;139.692526;35.68882
Türkiye;29.926264;40.763229
<null>;0;0
<null>;0;0
France;2.132033;48.8066
<null>;0;0
China;116.391276;39.906217
<null>;0;0
Germany;13.38886;52.517037
Portugal;-9.14305;38.7173
France;2.618787;47.824905
Germany;13.38886;52.517037
France;1.445711;43.60372
Italy;12.646361;42.504154
France;2.348392;48.853495
Germany;10.018343;51.133481
United States;-97.922211;39.381266
Austria;14.300144;47.607798
United States;-71.056804;42.35888
United Kingdom;-1.191893;53.16532
United States;-89.38219;43.073198
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Vietnam;108.339537;14.315424
United States;-97.922211;39.381266
Ukraine;30.524136;50.450034
<null>;0;0
United States;-87.906548;43.038772
Netherlands;4.487597;51.92079
Europe;7.418962;43.732482
Hong Kong;114.16255;22.279356
<null>;0;0
Singapore;103.808053;1.351616
United Kingdom;-0.127647;51.5073
<null>;0;0
United Arab Emirates;55.297558;25.25809
<null>;0;0
United States;-87.681841;42.046792
Germany;13.38886;52.517037
<null>;0;0
<null>;0;0
<null>;0;0
Italy;12.646361;42.504154
France;2.348392;48.853495
France;2.618787;47.824905
Netherlands;4.638809;52.38875
<null>;0;0
Italy;11.344672;44.495735
Portugal;-8.611286;41.14789
Brazil;-46.647198;-23.55214
<null>;0;0
Sweden;18.06902;59.324337
Estonia;24.746462;59.436745
New Zealand;171.7799;-41.838875
Australia;151.20695;-33.86873
Germany;13.38886;52.517037
United States;-97.922211;39.381266
United States;-117.16016;32.713623
<null>;0;0
<null>;0;0
<null>;0;0
Slovakia;18.120306;48.934162
Germany;10.000654;53.550341
Germany;6.960162;50.93804
South Africa;23.913711;-28.378272
Netherlands;5.613491;51.972466
Spain;2.16538;41.38723
<null>;0;0
<null>;0;0
<null>;0;0
Sweden;18.06902;59.324337
Germany;13.38886;52.517037
Czech Republic;14.422954;50.08584
United Kingdom;-0.127647;51.5073
<null>;0;0
<null>;0;0
<null>;0;0
Germany;10.018343;51.133481
<null>;0;0
Portugal;-8.562731;39.600995
United States;-81.379039;28.54211
<null>;0;0
United States;-95.363433;29.760496
Spain;-3.701219;40.421345
Portugal;-8.562731;39.600995
Romania;26.10272;44.436141
Australia;134.489563;-25.734968
<null>;0;0
Romania;26.10272;44.436141
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
United Kingdom;-0.676182;52.38146
India;78.04099;30.320742
Germany;10.018343;51.133481
United States;-122.3939;37.7952
Spain;2.16538;41.38723
United States;-122.419359;37.779238
<null>;0;0
India;78.476681;22.199166
Poland;19.300636;52.12461
United States;-122.330286;47.603243
<null>;0;0
Russia;55.94154;54.727047
United States;-97.742806;30.268072
Canada;-79.38355;43.647938
United States;-91.533128;41.659076
United States;-122.207118;47.676563
Germany;8.241656;50.082038
Germany;13.38886;52.517037
United States;-89.274946;40.149293
Netherlands;5.613491;51.972466
<null>;0;0
Italy;12.646361;42.504154
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
United States;-79.389684;35.556885
<null>;0;0
United States;-79.996754;40.439375
United Kingdom;-0.127647;51.5073
<null>;0;0
Australia;151.20695;-33.86873
Poland;19.300636;52.12461
United Kingdom;-2.36967;54.237933
<null>;0;0
<null>;0;0
Germany;10.018343;51.133481
<null>;0;0
<null>;0;0
Australia;144.96333;-37.814198
<null>;0;0
France;1.099288;49.443347
United States;-96.727966;33.145788
Israel;34.841999;31.847261
United States;-78.619053;37.677592
<null>;0;0
<null>;0;0
<null>;0;0
Canada;-73.5728;45.50283
Sweden;17.675409;64.964875
Philippines;120.981779;14.586788
<null>;0;0
France;2.618787;47.824905
<null>;0;0
<null>;0;0
United States;-119.699375;37.07436
United States;-76.853637;39.478064
Canada;-105.750596;55.585901
United States;-79.389684;35.556885
France;2.618787;47.824905
Finland;24.941822;60.167507
<null>;0;0
<null>;0;0
United States;-92.585915;38.190802
<null>;0;0
Netherlands;5.613491;51.972466
<null>;0;0
United States;-71.056804;42.35888
Japan;138.59223;36.386493
United States;-111.6025;39.254817
<null>;0;0
Slovakia;19.491651;48.707531
United States;-92.420296;35.096885
United States;-97.922211;39.381266
Belgium;4.633575;50.438696
Peru;-75.311132;-10.151093
<null>;0;0
<null>;0;0
Netherlands;5.613491;51.972466
Netherlands;5.613491;51.972466
Vietnam;105.854444;21.02945
<null>;0;0
Canada;-105.750596;55.585901
France;3.87727;43.610073
<null>;0;0
United States;-121.890608;37.336157
<null>;0;0
France;-1.681558;48.113247
<null>;0;0
Peru;-77.03542;-12.06973
<null>;0;0
Germany;10.018343;51.133481
United States;-97.922211;39.381266
Switzerland;7.443638;46.948715
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Greece;23.828554;38.589021
United States;-82.32501;29.651949
<null>;0;0
South Africa;30.861631;-29.815461
<null>;0;0
<null>;0;0
Australia;134.489563;-25.734968
Israel;34.841999;31.847261
Portugal;-8.562731;39.600995
Australia;145.288812;-37.132337
France;1.445711;43.60372
<null>;0;0
Hungary;19.499349;47.060267
United States;-69.236551;45.398285
Canada;-105.750596;55.585901
<null>;0;0
United States;-111.939965;33.425508
Ireland;-7.737649;53.305494
Germany;10.018343;51.133481
Germany;10.018343;51.133481
<null>;0;0
Germany;10.018343;51.133481
India;78.476681;22.199166
Netherlands;5.303116;51.688939
United Kingdom;-0.127647;51.5073
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
France;2.618787;47.824905
<null>;0;0
United States;-97.922211;39.381266
United States;-97.922211;39.381266
<null>;0;0
Poland;19.300636;52.12461
Finland;26.199539;62.777754
<null>;0;0
United States;-84.52524;44.933746
Croatia;16.679107;45.664952
<null>;0;0
Czech Republic;15.338412;49.742859
<null>;0;0
Canada;-105.750596;55.585901
<null>;0;0
<null>;0;0
<null>;0;0
Greece;23.828554;38.589021
<null>;0;0
<null>;0;0
Japan;138.59223;36.386493
United States;-119.699375;37.07436
Philippines;120.981779;14.586788
United States;-98.822319;31.803973
Canada;-105.750596;55.585901
France;2.618787;47.824905
Sweden;17.675409;64.964875
Denmark;12.569734;55.675313
France;2.348392;48.853495
Canada;-123.11498;49.260975
Canada;-125.022797;55.171215
United States;-88.242664;40.11631
Germany;10.000654;53.550341
<null>;0;0
United States;-79.996754;40.439375
<null>;0;0
<null>;0;0
Germany;10.000654;53.550341
United Kingdom;-0.676182;52.38146
<null>;0;0
United States;-83.748499;42.281424
United Kingdom;-0.127647;51.5073
Netherlands;5.791855;53.200594
Malaysia;102.27572;4.496643
United States;-81.690317;41.501377
South Korea;126.978291;37.566679
<null>;0;0
United States;-118.444948;34.06874
Brazil;-47.457905;-23.500673
<null>;0;0
France;2.618787;47.824905
United States;-118.254187;34.048051
Sweden;18.06902;59.324337
<null>;0;0
Germany;10.018343;51.133481
Switzerland;8.234392;46.802496
France;2.618787;47.824905
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
France;2.618787;47.824905
Brazil;-51.619789;-9.588903
United States;-97.922211;39.381266
Australia;138.59955;-34.924446
Brazil;-46.647198;-23.55214
<null>;0;0
<null>;0;0
Poland;16.93123;52.407333
<null>;0;0
<null>;0;0
United Kingdom;-0.676182;52.38146
United Kingdom;-2.36967;54.237933
<null>;0;0
Germany;10.018343;51.133481
United States;-97.922211;39.381266
Netherlands;5.613491;51.972466
United States;-122.330286;47.603243
<null>;0;0
United States;-74.005994;40.712749
Germany;9.73597;52.374283
<null>;0;0
France;2.618787;47.824905
United States;-122.330286;47.603243
France;2.618787;47.824905
United States;-120.094293;48.025005
Indonesia;106.827216;-6.175554
<null>;0;0
France;-0.570681;44.840115
United States;-77.612534;43.155717
Indonesia;106.827216;-6.175554
South Korea;128.168944;36.536236
United States;-95.363433;29.760496
<null>;0;0
United States;-97.922211;39.381266
Germany;8.401216;49.009716
<null>;0;0
Israel;34.7819;32.08532
<null>;0;0
<null>;0;0
<null>;0;0
Spain;2.16538;41.38723
Colombia;-74.083645;4.653465
United States;-111.422128;34.220261
France;2.348392;48.853495
United Kingdom;-2.36967;54.237933
Canada;-79.38355;43.647938
<null>;0;0
Japan;139.692912;35.688985
Germany;8.438291;49.470316
Sweden;17.675409;64.964875
Germany;13.38886;52.517037
Poland;17.03056;51.11029
United States;-71.104;42.365588
<null>;0;0
South Africa;18.420296;-33.922497
<null>;0;0
Japan;138.59223;36.386493
<null>;0;0
France;4.832619;45.766106
Spain;-3.701219;40.421345
Australia;134.489563;-25.734968
<null>;0;0
<null>;0;0
Czech Republic;16.606107;49.193878
Russia;37.617494;55.750446
<null>;0;0
Japan;139.275382;35.517816
Egypt;29.871903;26.494184
<null>;0;0
Netherlands;5.613491;51.972466
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Canada;-105.750596;55.585901
<null>;0;0
Bosnia and Herzegovina;17.786531;44.168115
New Zealand;171.7799;-41.838875
Canada;-105.750596;55.585901
United States;-122.419359;37.779238
Sweden;13.502763;59.380915
United States;-89.095819;42.271782
<null>;0;0
<null>;0;0
United States;-112.012846;40.31033
<null>;0;0
Germany;9.993669;48.39908
Canada;-105.750596;55.585901
France;2.348392;48.853495
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Italy;12.476713;41.899986
United Kingdom;-0.676182;52.38146
France;2.618787;47.824905
Iran;54.301374;32.565838
United States;-87.632362;41.881953
Portugal;-8.562731;39.600995
<null>;0;0
India;79.0082;11.515634
United States;-81.690317;41.501377
Canada;-105.750596;55.585901
Netherlands;5.613491;51.972466
United Kingdom;-1.470373;53.380676
Canada;-123.11498;49.260975
France;2.348392;48.853495
<null>;0;0
Spain;-0.375984;39.47132
Russia;44.005257;56.32411
Azerbaijan;49.832801;40.375589
<null>;0;0
United Kingdom;-2.36967;54.237933
France;7.261844;43.710082
Ukraine;30.524136;50.450034
<null>;0;0
United Kingdom;-4.095892;56.734282
Germany;10.018343;51.133481
Malaysia;101.518555;3.073561
Guernsey;-2.573365;49.458284
<null>;0;0
United States;-122.3939;37.7952
Brazil;-43.209934;-22.909534
United States;-71.056804;42.35888
Indonesia;106.827216;-6.175554
India;76.574032;10.200603
Netherlands;5.613491;51.972466
United States;-122.207118;47.676563
France;2.348392;48.853495
United States;-122.330286;47.603243
United States;-122.330286;47.603243
Panama;-82.428925;8.429157
Greece;23.729275;37.97757
<null>;0;0
Australia;134.489563;-25.734968
Netherlands;5.613491;51.972466
United Kingdom;-0.558604;51.319984
Japan;139.692526;35.68882
Poland;21.153679;51.401176
United States;-97.922211;39.381266
<null>;0;0
<null>;0;0
United States;-118.328552;33.824946
United States;-82.03363;28.944465
France;2.618787;47.824905
Netherlands;5.613491;51.972466
United States;-122.029283;37.319321
Belgium;4.633575;50.438696
United Kingdom;-2.36967;54.237933
United States;-76.853637;39.478064
Peru;-75.311132;-10.151093
United States;-77.358603;38.957161
<null>;0;0
Germany;8.806355;53.075363
<null>;0;0
Denmark;10.046297;55.963398
<null>;0;0
<null>;0;0
<null>;0;0
Netherlands;5.613491;51.972466
Germany;10.018343;51.133481
<null>;0;0
<null>;0;0
Russia;96.669705;61.994573
<null>;0;0
<null>;0;0
Spain;-4.055685;41.294856
India;78.476681;22.199166
<null>;0;0
<null>;0;0
Germany;9.653641;48.702
Romania;25.610168;45.651417
Thailand;101.017438;15.127333
<null>;0;0
<null>;0;0
China;121.469207;31.232276
<null>;0;0
<null>;0;0
Canada;-79.38355;43.647938
Georgia;44.80145;41.693459
<null>;0;0
<null>;0;0
Spain;-0.4855;38.34558
Germany;8.770754;50.808855
Spain;2.16538;41.38723
<null>;0;0
United States;-97.922211;39.381266
Italy;13.352443;38.111227
Russia;30.316229;59.938732
United States;-122.330286;47.603243
Russia;37.617494;55.750446
Argentina;-58.98692;-34.328117
<null>;0;0
<null>;0;0
Spain;-4.055685;41.294856
Netherlands;4.9;52.378
United Kingdom;-0.127647;51.5073
<null>;0;0
<null>;0;0
<null>;0;0
China;116.391276;39.906217
Russia;30.316229;59.938732
Netherlands;5.863487;51.845284
Italy;12.646361;42.504154
<null>;0;0
Germany;10.018343;51.133481
United States;-74.005994;40.712749
<null>;0;0
United States;-122.121527;47.673904
Russia;30.316229;59.938732
India;80.2427;13.050513
Russia;96.669705;61.994573
Germany;10.018343;51.133481
Netherlands;5.863487;51.845284
Singapore;103.808053;1.351616
Australia;115.85805;-31.951263
Iran;54.301374;32.565838
Germany;11.575968;48.136973
Poland;20.19439;50.698917
Spain;2.16538;41.38723
<null>;0;0
Brazil;-47.888252;-15.796119
Sweden;17.638515;59.858757
United States;-122.029283;37.319321
<null>;0;0
Brazil;-51.619789;-9.588903
Serbia;20.456897;44.817813
<null>;0;0
Netherlands;4.9;52.378
Russia;37.617494;55.750446
Brazil;-51.619789;-9.588903
<null>;0;0
Finland;26.199539;62.777754
Germany;10.018343;51.133481
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
Germany;10.018343;51.133481
Russia;37.617494;55.750446
<null>;0;0
United States;-119.699375;37.07436
United Kingdom;-4.666852;55.614735
Russia;60.59517;56.835423
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
<null>;0;0
India;77.591301;12.979101
<null>;0;0
Germany;6.085183;50.775723
Germany;11.575968;48.136973
<null>;0;0
<null>;0;0
<null>;0;0
Germany;13.38886;52.517037
Italy;12.646361;42.504154
<null>;0;0
<null>;0;0
Canada;-123.11498;49.260975
China;114.288989;30.580944
<null>;0;0
Canada;-123.11498;49.260975
<null>;0;0
Belgium;4.633575;50.438696
<null>;0;0
<null>;0;0
Netherlands;5.613491;51.972466
Singapore;103.808053;1.351616
Estonia;24.746462;59.436745
<null>;0;0
Luxembourg;6.087814;49.770628
<null>;0;0
Canada;-105.750596;55.585901
Singapore;103.808053;1.351616
<null>;0;0
Switzerland;8.234392;46.802496
Germany;8.276355;50.000986
